Date,Open,High,Low,Close,Volume
2018-01-02,54.490093863511,54.51894738497,53.984720063402,54.159808477713,741403.41191467
2018-01-03,54.539494589646,54.750212731213,54.381237396186,54.681357736822,752381.28197678
2018-01-04,54.649225406105,54.681357736822,54.360034429659,54.490093863511,604232.12567641
2018-01-05,54.470639595254,54.760923508119,54.449218041443,54.740376303443,645393.09230214
2018-01-08,54.560916143457,54.740376303443,54.384734792727,54.690975577308,614046.35267395
2018-01-09,54.529876749159,54.960930872781,54.381237396186,54.858850611254,891189.6679701
2018-01-10,54.969455776849,54.969455776849,54.480476023024,54.790869965997,878788.63732547
2018-01-11,54.720266273335,54.990002981524,54.659717595727,54.960930872781,502265.9255345
2018-01-12,54.819067725605,55.110444574889,54.770759935889,55.040496644079,1096077.3531677
2018-01-16,55.229574644552,55.723144731336,55.220175391349,55.310233352268,1127004.5859837
2018-01-17,55.999439058039,56.741105711918,55.887522368741,56.410164564269,1155234.3248851
2018-01-18,56.36054525085,56.649517640012,56.110044223633,56.509184603823,895154.05385421
2018-01-19,57.42812554485,57.820708306526,57.348559773553,57.789231737662,2094024.5285743
2018-01-22,57.569988692026,57.960385580864,57.449547098661,57.950767740378,1110413.1380683
2018-01-23,58.321491773675,58.371985436229,57.820708306526,57.939838376189,1280820.3398453
2018-01-24,57.799942514567,58.248483620892,57.453044495202,57.731524694743,963278.79758212
2018-01-25,58.041044288581,58.060498556837,57.314241569999,57.459602113715,1153699.5438647
2018-01-26,57.908798981891,58.161267294662,57.804314260243,58.141157264554,1095684.8212946
2018-01-29,57.279923366445,57.720595330553,57.220904799823,57.531298742796,1313368.859521
2018-01-30,57.049969543904,57.248665384864,56.590717660674,56.679901272458,1451857.2669259
2018-01-31,56.420875341174,56.487325875444,55.140391032768,55.500622876444,1530826.8663607
2018-02-01,52.160390592941,52.53985811759,51.070077221427,51.869888092793,3783631.4677697
2018-02-02,51.248881619562,51.320796835927,50.389833594292,50.470273714724,2475834.3284378
2018-02-05,50.969089896319,51.11991512213,49.269573764899,49.289902382291,2167237.3039272
2018-02-06,49.549146900859,49.940418138832,48.609440167871,49.530785569021,3347670.8728262
2018-02-07,50.001622578291,50.600551735859,49.710245729007,49.960746756224,3575432.3762492
2018-02-08,49.478980382764,49.851015939764,48.520256556088,48.520256556088,2219806.809471
2018-02-09,49.579093358737,50.409287862548,48.720045333466,50.068291699845,3543487.5371083
2018-02-12,50.560768850211,50.751158374386,50.129496139305,50.470273714724,1105037.6838158
