Date,Open,High,Low,Close,Volume
2012-01-03,70.305555274735,70.710869583733,70.101630632821,70.145570196548,7819760.1945724
2012-01-04,69.911507520539,70.065859321325,69.49774329544,69.696034659953,7119515.7889684
2012-01-05,69.757155719753,69.875454545173,69.348743108185,69.370994553919,7143777.1802407
2012-01-06,69.511544825072,69.630125314362,68.612755415752,68.932443908255,6823216.2928519
2012-01-09,68.998916581586,69.172421525535,68.800343553203,68.932443908255,5261363.1109592
2012-01-10,69.459155345243,69.519994741174,69.106512179944,69.337758217253,6482148.9433324
2012-01-11,68.416999026069,68.772458830068,67.548629314713,68.061539222069,11714447.72013
2012-01-12,68.433617194402,68.499808203863,67.355689563731,67.565529146916,7618937.3263858
2012-01-13,67.35005628633,67.427232186723,66.57041069404,66.9892448688,9996466.2459261
2012-01-17,67.821561604789,67.882401000719,67.322734890936,67.355689563731,7788465.6117026
2012-01-18,67.455116909858,67.818744966089,67.174016367551,67.59003390361,6644416.9492703
2012-01-19,67.65087329954,67.738752426995,67.259360520175,67.446948657626,6772402.3179129
2012-01-20,67.540461062482,68.130265206361,67.402727430029,68.100127172266,9585996.3716539
2012-01-23,68.00633310354,68.612755415752,67.910004059984,68.524876288297,6901525.3020326
2012-01-24,68.135898483762,68.499808203863,67.7057977542,67.901554143882,7375617.1198683
2012-01-25,67.901554143882,68.499808203863,67.540461062482,68.433617194402,7237952.9506786
2012-01-26,68.555014322392,68.612755415752,67.764102175299,68.00633310354,7360617.3550998
2012-01-27,68.00633310354,68.141531761163,67.22894082221,67.438498741525,8412679.141158
2012-01-30,67.28978021814,67.565529146916,67.033466096397,67.455116909858,5295795.5681486
2012-01-31,67.978730044275,67.978730044275,67.17119972885,67.52975783542,6772158.1804085
2012-02-01,67.879584362019,68.339823125676,67.802690125496,67.846629689223,7457426.4006456
2012-02-02,68.086325642633,68.237860804719,67.752835620498,67.83001152089,6575046.7101603
2012-02-03,68.400662521606,68.491639951631,67.835644798291,68.086325642633,8278098.7950428
2012-02-06,67.730865838634,68.229692552487,67.697347838098,68.031401187974,7294501.7990415
2012-02-07,68.105760449667,69.456338706543,67.637071769908,68.54093112889,12134778.500487
2012-02-08,68.833579889869,68.847099755631,68.196456215822,68.323486621213,8213591.7169885
2012-02-09,68.334471512145,68.397845882906,67.777340377192,67.964928514643,8155633.5458821
2012-02-10,67.52975783542,67.940142094079,67.416528959661,67.940142094079,5498381.8128744
2012-02-13,68.293066923248,68.593602272588,68.100127172266,68.442067110503,5545462.9870327
2012-02-14,68.108577088367,68.932443908255,68.108577088367,68.893855958059,6297970.9566825
2012-02-15,69.232979257595,69.249597425928,68.229692552487,68.411647412538,7389284.4670213
2012-02-16,68.60205218869,68.990748329355,68.4251672783,68.858084646563,5875910.1737096
2012-02-17,69.073275843279,69.172421525535,68.593602272588,69.056657674946,7420822.8246354
2012-02-21,68.874984478766,69.056657674946,68.499808203863,68.819496696366,6714240.6384261
2012-02-22,68.733870879872,69.337758217253,68.593602272588,69.249597425928,6883159.849641
2012-02-23,69.100878902543,69.307620183158,68.918924042493,69.178054802936,5559992.9775534
2012-02-24,69.354376385586,69.494926656739,68.833579889869,69.001451556417,6242650.413805
2012-02-27,68.695282929675,68.998916581586,68.513609733495,68.833579889869,6043059.4787039
2012-02-28,68.954695353989,69.100878902543,68.800343553203,68.847099755631,4524593.1227529
2012-02-29,69.051024397545,69.97460022743,68.90230587416,69.864469654241,11733390.323741
2012-03-01,69.842218208508,69.960798697797,69.390147697082,69.602522255097,7647657.4012724
2012-03-02,69.472956874876,69.602522255097,68.973848497152,69.180871441637,5997162.3533064
2012-03-05,69.02370300215,69.343391494654,69.001451556417,69.235795896296,5169241.2878508
2012-03-06,68.808511805434,69.092428986442,68.637823500186,68.761755603007,6580882.793635
2012-03-07,68.756403989476,68.943710463057,68.496991565162,68.789358662271,4460954.1294674
2012-03-08,69.180871441637,69.494926656739,69.103695541244,69.274383846492,16877382.424738
2012-03-09,69.431552285979,69.734622610149,69.315788435389,69.503094908971,18371215.197618
2012-03-12,69.403949226714,70.341326586231,69.343391494654,70.151203473949,9073472.6672213
2012-03-13,69.567096446487,70.289624540772,69.506978977342,70.251317130201,9033925.4505271
2012-03-14,70.265018320843,70.612581177343,70.095291326559,70.223914748916,6458906.1949424
2012-03-15,70.276202966265,70.33324465792,69.772334689987,70.325135789988,8995651.343553
2012-03-16,70.462147696412,70.462147696412,69.881944215127,70.166313824991,11449618.289482
2012-03-19,70.202104690342,70.533170194844,70.007771476128,70.39615828842,5326114.5315014
2012-03-20,70.024268828126,70.768606980985,69.933952816341,70.585178796058,5090139.41134
2012-03-21,70.494862784273,71.39802290213,70.344429303342,71.124278705417,9935336.7429606
