time,open,high,low,close,tick_volume,spread,real_volume
2024-07-22 21:00:00,1.08897,1.08899,1.08873,1.08875,585,10,0
2024-07-22 21:15:00,1.08874,1.08897,1.08872,1.08877,458,10,0
2024-07-22 21:30:00,1.08877,1.0889199999999999,1.08876,1.08881,398,10,0
2024-07-22 21:45:00,1.0888,1.089,1.08875,1.0889,370,10,0
2024-07-22 22:00:00,1.08891,1.08891,1.08865,1.0888,500,10,0
2024-07-22 22:15:00,1.0888,1.08881,1.08865,1.08866,346,10,0
2024-07-22 22:30:00,1.08866,1.08879,1.08863,1.08871,349,10,0
2024-07-22 22:45:00,1.08871,1.08875,1.08853,1.08867,363,10,0
2024-07-22 23:00:00,1.08867,1.08875,1.08859,1.0887,184,10,0
2024-07-22 23:15:00,1.0887,1.08873,1.08859,1.08861,281,10,0
2024-07-22 23:30:00,1.08862,1.08869,1.08857,1.08868,101,10,0
2024-07-22 23:45:00,1.08867,1.08912,1.08862,1.08903,274,10,0
2024-07-23 00:00:00,1.08901,1.08925,1.0885,1.0888,240,10,0
2024-07-23 00:15:00,1.0888,1.08885,1.08865,1.08877,137,16,0
2024-07-23 00:30:00,1.08878,1.08899,1.08878,1.08897,390,10,0
2024-07-23 00:45:00,1.08897,1.08905,1.08889,1.08896,297,14,0
2024-07-23 01:00:00,1.08896,1.08919,1.08896,1.08916,194,10,0
2024-07-23 01:15:00,1.08916,1.08916,1.0890900000000001,1.08914,96,10,0
2024-07-23 01:30:00,1.08914,1.08918,1.0890900000000001,1.0890900000000001,91,10,0
2024-07-23 01:45:00,1.0891,1.08914,1.08903,1.08905,93,10,0
2024-07-23 02:00:00,1.08905,1.08906,1.08898,1.08899,194,10,0
2024-07-23 02:15:00,1.08899,1.08911,1.08897,1.08905,121,10,0
2024-07-23 02:30:00,1.08905,1.08907,1.08896,1.08896,116,10,0
2024-07-23 02:45:00,1.08897,1.08906,1.08884,1.08885,210,10,0
2024-07-23 03:00:00,1.08885,1.08921,1.08884,1.08902,620,10,0
2024-07-23 03:15:00,1.08902,1.08919,1.08885,1.0889199999999999,416,10,0
2024-07-23 03:30:00,1.08894,1.08905,1.08879,1.0888,446,10,0
2024-07-23 03:45:00,1.0888,1.08911,1.08866,1.08893,676,10,0
2024-07-23 04:00:00,1.0889199999999999,1.0892,1.08886,1.08917,589,10,0
2024-07-23 04:15:00,1.08918,1.08936,1.08912,1.08916,501,10,0
2024-07-23 04:30:00,1.08917,1.08919,1.0889,1.08897,272,10,0
2024-07-23 04:45:00,1.08896,1.08898,1.08869,1.08883,465,10,0
2024-07-23 05:00:00,1.08882,1.0890900000000001,1.08879,1.0889,417,10,0
2024-07-23 05:15:00,1.08891,1.08906,1.08883,1.08897,387,10,0
2024-07-23 05:30:00,1.08897,1.08932,1.08897,1.08927,339,10,0
2024-07-23 05:45:00,1.08928,1.0893,1.08907,1.08913,373,10,0
2024-07-23 06:00:00,1.08914,1.08929,1.08914,1.08923,338,10,0
2024-07-23 06:15:00,1.08923,1.08962,1.08916,1.0895299999999999,361,10,0
2024-07-23 06:30:00,1.08952,1.08954,1.08935,1.08936,362,10,0
2024-07-23 06:45:00,1.08937,1.0895,1.0893,1.08937,322,10,0
2024-07-23 07:00:00,1.08937,1.08943,1.0893,1.08943,322,10,0
2024-07-23 07:15:00,1.08942,1.08943,1.08931,1.08936,182,10,0
2024-07-23 07:30:00,1.08936,1.08936,1.08918,1.08928,313,10,0
2024-07-23 07:45:00,1.08929,1.08929,1.08902,1.08904,363,10,0
2024-07-23 08:00:00,1.08904,1.08908,1.08883,1.08885,419,10,0
2024-07-23 08:15:00,1.08885,1.08889,1.0888,1.08882,224,10,0
2024-07-23 08:30:00,1.08882,1.0889,1.08877,1.08881,220,10,0
2024-07-23 08:45:00,1.08881,1.08902,1.0888,1.08896,304,10,0
2024-07-23 09:00:00,1.08896,1.08899,1.08841,1.08843,657,10,0
2024-07-23 09:15:00,1.08844,1.08854,1.08833,1.08834,608,10,0
2024-07-23 09:30:00,1.08834,1.08838,1.08788,1.08837,653,10,0
2024-07-23 09:45:00,1.08838,1.08845,1.08804,1.08845,756,10,0
2024-07-23 10:00:00,1.08844,1.08882,1.08833,1.08844,1029,10,0
2024-07-23 10:15:00,1.08843,1.08843,1.0876,1.0876,1025,10,0
2024-07-23 10:30:00,1.08761,1.08783,1.08735,1.08758,1111,10,0
2024-07-23 10:45:00,1.08758,1.08778,1.08741,1.08757,1002,10,0
2024-07-23 11:00:00,1.08757,1.08769,1.0867499999999999,1.08723,1207,10,0
2024-07-23 11:15:00,1.08724,1.08763,1.08706,1.08751,1048,10,0
2024-07-23 11:30:00,1.08749,1.0882,1.08747,1.08808,926,10,0
2024-07-23 11:45:00,1.08808,1.08809,1.08753,1.08773,720,10,0
2024-07-23 12:00:00,1.08774,1.08779,1.08705,1.08713,897,10,0
2024-07-23 12:15:00,1.08713,1.08746,1.08696,1.08733,686,10,0
2024-07-23 12:30:00,1.08734,1.08741,1.08693,1.08719,541,10,0
2024-07-23 12:45:00,1.0872,1.0872600000000001,1.08655,1.08668,777,10,0
2024-07-23 13:00:00,1.08668,1.08685,1.08592,1.08592,986,10,0
2024-07-23 13:15:00,1.08592,1.08615,1.08563,1.08569,959,10,0
2024-07-23 13:30:00,1.08569,1.0861,1.08562,1.08571,830,10,0
2024-07-23 13:45:00,1.08571,1.08618,1.0856,1.08611,1025,10,0
2024-07-23 14:00:00,1.08609,1.08657,1.08606,1.08645,830,10,0
2024-07-23 14:15:00,1.08646,1.08679,1.08643,1.08657,604,10,0
2024-07-23 14:30:00,1.08656,1.08661,1.08585,1.08587,586,10,0
2024-07-23 14:45:00,1.08587,1.08624,1.08555,1.08566,1035,10,0
2024-07-23 15:00:00,1.08565,1.0863,1.08555,1.08598,1197,10,0
2024-07-23 15:15:00,1.08599,1.08617,1.08586,1.08607,902,10,0
2024-07-23 15:30:00,1.0861,1.0861,1.08562,1.08596,923,10,0
2024-07-23 15:45:00,1.08596,1.08601,1.0854300000000001,1.08555,843,10,0
2024-07-23 16:00:00,1.08555,1.08557,1.08512,1.08523,870,10,0
2024-07-23 16:15:00,1.08522,1.0855,1.08495,1.08501,995,10,0
2024-07-23 16:30:00,1.08502,1.08524,1.08462,1.085,1097,10,0
2024-07-23 16:45:00,1.085,1.08512,1.08453,1.08487,1149,10,0
2024-07-23 17:00:00,1.0849,1.08548,1.08488,1.0853,1340,10,0
2024-07-23 17:15:00,1.0853,1.08538,1.08491,1.08516,1021,10,0
2024-07-23 17:30:00,1.08516,1.08517,1.08439,1.08484,974,10,0
2024-07-23 17:45:00,1.08484,1.08487,1.08434,1.08443,1129,10,0
2024-07-23 18:00:00,1.08442,1.08496,1.08442,1.08495,1010,10,0
2024-07-23 18:15:00,1.08495,1.08547,1.08495,1.08533,729,10,0
2024-07-23 18:30:00,1.08533,1.08573,1.08529,1.08561,581,10,0
2024-07-23 18:45:00,1.08561,1.08568,1.08516,1.08538,783,10,0
2024-07-23 19:00:00,1.08538,1.0857,1.08516,1.0857,579,10,0
2024-07-23 19:15:00,1.0857,1.08575,1.08518,1.08531,654,10,0
2024-07-23 19:30:00,1.0853,1.08559,1.08513,1.0854300000000001,674,10,0
2024-07-23 19:45:00,1.0854300000000001,1.08547,1.08517,1.0853,558,10,0
2024-07-23 20:00:00,1.08529,1.08555,1.08526,1.08544,971,10,0
2024-07-23 20:15:00,1.08545,1.08561,1.08528,1.08534,639,10,0
2024-07-23 20:30:00,1.08534,1.08537,1.08506,1.0851,656,10,0
2024-07-23 20:45:00,1.0851,1.08538,1.08501,1.08526,651,10,0
2024-07-23 21:00:00,1.08526,1.08549,1.08518,1.08535,619,10,0
2024-07-23 21:15:00,1.08536,1.08548,1.08518,1.08526,530,10,0
2024-07-23 21:30:00,1.08526,1.08528,1.08515,1.08518,328,10,0
2024-07-23 21:45:00,1.08519,1.08544,1.08508,1.08517,419,10,0
2024-07-23 22:00:00,1.08517,1.0852,1.08503,1.08504,421,10,0
2024-07-23 22:15:00,1.08505,1.0851,1.08497,1.08503,267,10,0
2024-07-23 22:30:00,1.08504,1.08504,1.08487,1.08501,439,10,0
2024-07-23 22:45:00,1.08501,1.0851,1.08489,1.08504,560,10,0
2024-07-23 23:00:00,1.08504,1.08517,1.0849,1.08508,462,10,0
2024-07-23 23:15:00,1.08508,1.08521,1.08507,1.0852,181,10,0
2024-07-23 23:30:00,1.08521,1.08536,1.08516,1.08536,175,10,0
2024-07-23 23:45:00,1.08536,1.08558,1.08522,1.08532,253,10,0
2024-07-24 00:00:00,1.08531,1.08536,1.08525,1.08531,67,11,0
2024-07-24 00:15:00,1.08532,1.08539,1.08524,1.08533,56,10,0
2024-07-24 00:30:00,1.08534,1.08538,1.08534,1.08535,37,12,0
2024-07-24 00:45:00,1.08535,1.08537,1.08535,1.08536,46,15,0
2024-07-24 01:00:00,1.08538,1.08538,1.08489,1.08497,222,10,0
2024-07-24 01:15:00,1.08497,1.08503,1.08491,1.08496,313,10,0
2024-07-24 01:30:00,1.08496,1.0851,1.08493,1.08505,245,10,0
2024-07-24 01:45:00,1.08504,1.0851,1.08502,1.08505,154,10,0
2024-07-24 02:00:00,1.08505,1.08509,1.08491,1.08506,193,10,0
2024-07-24 02:15:00,1.08504,1.0851,1.08502,1.08509,110,10,0
2024-07-24 02:30:00,1.08508,1.08515,1.08506,1.08514,175,10,0
2024-07-24 02:45:00,1.08514,1.08517,1.0848,1.08493,261,10,0
2024-07-24 03:00:00,1.0849199999999999,1.08498,1.0847,1.08471,483,10,0
2024-07-24 03:15:00,1.0847,1.0848,1.0846,1.08477,455,10,0
2024-07-24 03:30:00,1.08477,1.08477,1.08452,1.08472,383,10,0
2024-07-24 03:45:00,1.08472,1.08477,1.08454,1.08463,463,10,0
2024-07-24 04:00:00,1.08463,1.0849,1.08453,1.08478,730,10,0
2024-07-24 04:15:00,1.08478,1.08485,1.08462,1.08467,681,10,0
2024-07-24 04:30:00,1.08466,1.08477,1.08457,1.08468,479,10,0
2024-07-24 04:45:00,1.08469,1.08498,1.08468,1.08477,484,10,0
2024-07-24 05:00:00,1.08478,1.08478,1.0845,1.08452,375,10,0
2024-07-24 05:15:00,1.08453,1.08456,1.08424,1.0843099999999999,346,10,0
2024-07-24 05:30:00,1.0843099999999999,1.08442,1.0842,1.08423,289,10,0
2024-07-24 05:45:00,1.08423,1.08438,1.08412,1.08424,460,10,0
2024-07-24 06:00:00,1.08425,1.08439,1.08422,1.08438,556,10,0
2024-07-24 06:15:00,1.08438,1.08452,1.08426,1.08444,522,10,0
2024-07-24 06:30:00,1.08443,1.08448,1.08434,1.08444,381,10,0
2024-07-24 06:45:00,1.08444,1.08447,1.08434,1.08446,252,10,0
2024-07-24 07:00:00,1.08446,1.08464,1.08446,1.08458,410,10,0
2024-07-24 07:15:00,1.08458,1.08461,1.08429,1.08448,471,10,0
2024-07-24 07:30:00,1.08448,1.08458,1.08436,1.08449,611,10,0
2024-07-24 07:45:00,1.08449,1.08472,1.08448,1.08464,438,10,0
2024-07-24 08:00:00,1.08464,1.08491,1.08461,1.08467,475,10,0
2024-07-24 08:15:00,1.08468,1.0849,1.08464,1.08489,509,10,0
2024-07-24 08:30:00,1.0849,1.08515,1.08483,1.08512,425,10,0
2024-07-24 08:45:00,1.08511,1.08528,1.08509,1.08522,364,10,0
2024-07-24 09:00:00,1.08518,1.08518,1.08484,1.08504,666,10,0
2024-07-24 09:15:00,1.08505,1.08513,1.0845,1.08457,770,10,0
2024-07-24 09:30:00,1.08456,1.08457,1.08422,1.08432,791,10,0
2024-07-24 09:45:00,1.08432,1.0846,1.08421,1.08427,870,10,0
2024-07-24 10:00:00,1.08427,1.08455,1.0842,1.08446,1018,10,0
2024-07-24 10:15:00,1.08447,1.08534,1.08429,1.08462,1575,10,0
2024-07-24 10:30:00,1.08457,1.08457,1.08308,1.08317,1746,10,0
2024-07-24 10:45:00,1.08316,1.08329,1.08252,1.08289,1026,10,0
2024-07-24 11:00:00,1.08288,1.08342,1.08254,1.08327,1198,10,0
2024-07-24 11:15:00,1.0832600000000001,1.0832600000000001,1.08275,1.08307,1099,10,0
2024-07-24 11:30:00,1.08308,1.08366,1.08302,1.08364,987,10,0
2024-07-24 11:45:00,1.08363,1.0836999999999999,1.08324,1.08345,1008,10,0
2024-07-24 12:00:00,1.08345,1.08367,1.08332,1.08346,642,10,0
2024-07-24 12:15:00,1.08346,1.08373,1.08319,1.08348,715,10,0
2024-07-24 12:30:00,1.08347,1.08384,1.08332,1.08353,923,10,0
2024-07-24 12:45:00,1.08353,1.08408,1.08352,1.08403,810,10,0
2024-07-24 13:00:00,1.08402,1.0843,1.08397,1.0841,653,10,0
2024-07-24 13:15:00,1.0841,1.0845,1.08406,1.08445,683,10,0
2024-07-24 13:30:00,1.08447,1.08458,1.08426,1.08447,596,10,0
2024-07-24 13:45:00,1.08447,1.08458,1.08409,1.08421,530,10,0
2024-07-24 14:00:00,1.08422,1.08423,1.08381,1.08401,634,10,0
2024-07-24 14:15:00,1.08401,1.0841,1.08388,1.08401,498,10,0
2024-07-24 14:30:00,1.08402,1.08434,1.08384,1.08432,533,10,0
2024-07-24 14:45:00,1.08433,1.08484,1.08433,1.08457,1094,10,0
2024-07-24 15:00:00,1.08456,1.0849199999999999,1.08451,1.08485,905,10,0
2024-07-24 15:15:00,1.0848,1.08498,1.08456,1.08466,1164,10,0
2024-07-24 15:30:00,1.08466,1.08499,1.08458,1.0848200000000001,984,10,0
2024-07-24 15:45:00,1.0848200000000001,1.08588,1.08478,1.08577,1092,10,0
2024-07-24 16:00:00,1.08579,1.0861,1.08552,1.08559,1257,10,0
2024-07-24 16:15:00,1.0856,1.08567,1.08511,1.08549,1131,10,0
2024-07-24 16:30:00,1.0855,1.08625,1.0852,1.08612,1693,10,0
2024-07-24 16:45:00,1.08609,1.08619,1.0852,1.08539,2389,10,0
2024-07-24 17:00:00,1.08538,1.0864,1.08537,1.08633,1921,10,0
2024-07-24 17:15:00,1.08634,1.08661,1.0860400000000001,1.08641,1630,10,0
2024-07-24 17:30:00,1.0864,1.08653,1.08556,1.08556,1463,10,0
2024-07-24 17:45:00,1.08556,1.08565,1.085,1.08532,1971,10,0
2024-07-24 18:00:00,1.08535,1.08569,1.08532,1.08546,1306,10,0
2024-07-24 18:15:00,1.08546,1.08565,1.08531,1.08558,885,10,0
2024-07-24 18:30:00,1.08558,1.08571,1.08544,1.08554,832,10,0
2024-07-24 18:45:00,1.0855299999999999,1.08558,1.08511,1.08524,776,10,0
2024-07-24 19:00:00,1.08524,1.08526,1.0847,1.08487,784,10,0
2024-07-24 19:15:00,1.08487,1.08522,1.08472,1.0848,737,10,0
2024-07-24 19:30:00,1.0848,1.08501,1.0847,1.08489,751,10,0
2024-07-24 19:45:00,1.08489,1.0851,1.08477,1.08505,641,10,0
2024-07-24 20:00:00,1.08505,1.0854,1.08504,1.0853,904,10,0
2024-07-24 20:15:00,1.0853,1.08546,1.0849,1.08496,637,10,0
2024-07-24 20:30:00,1.08497,1.08521,1.08488,1.08503,775,10,0
2024-07-24 20:45:00,1.08503,1.08504,1.08454,1.08458,602,10,0
2024-07-24 21:00:00,1.08457,1.08458,1.08412,1.08439,897,10,0
2024-07-24 21:15:00,1.08438,1.08441,1.08401,1.08406,634,10,0
2024-07-24 21:30:00,1.08408,1.08425,1.08372,1.08374,522,10,0
2024-07-24 21:45:00,1.08374,1.08388,1.08362,1.0836999999999999,641,10,0
2024-07-24 22:00:00,1.0836999999999999,1.0838,1.08354,1.08369,633,10,0
2024-07-24 22:15:00,1.08369,1.08406,1.08367,1.08395,626,10,0
2024-07-24 22:30:00,1.08394,1.0842,1.08385,1.08407,581,10,0
2024-07-24 22:45:00,1.08406,1.08406,1.08368,1.08383,768,10,0
2024-07-24 23:00:00,1.08384,1.08397,1.08379,1.0838700000000001,339,10,0
2024-07-24 23:15:00,1.0838700000000001,1.08393,1.08382,1.08384,158,10,0
2024-07-24 23:30:00,1.08384,1.08394,1.08374,1.08377,229,10,0
2024-07-24 23:45:00,1.08378,1.08396,1.08374,1.08392,226,10,0
2024-07-25 00:00:00,1.08392,1.08401,1.08352,1.08395,96,11,0
2024-07-25 00:15:00,1.08395,1.08395,1.08389,1.08391,46,13,0
2024-07-25 00:30:00,1.08393,1.08397,1.08391,1.08394,54,11,0
2024-07-25 00:45:00,1.08394,1.08397,1.08393,1.08397,70,12,0
2024-07-25 01:00:00,1.08396,1.08415,1.08396,1.08412,123,10,0
2024-07-25 01:15:00,1.08412,1.08416,1.08405,1.08414,179,10,0
2024-07-25 01:30:00,1.08413,1.08416,1.08373,1.08389,282,10,0
2024-07-25 01:45:00,1.08388,1.08393,1.08383,1.08389,241,10,0
2024-07-25 02:00:00,1.0839,1.08391,1.08377,1.08385,302,10,0
2024-07-25 02:15:00,1.08385,1.08396,1.08385,1.08389,222,10,0
2024-07-25 02:30:00,1.08388,1.0839,1.08371,1.08374,281,10,0
2024-07-25 02:45:00,1.08374,1.0839,1.0836999999999999,1.08376,310,10,0
2024-07-25 03:00:00,1.08376,1.08381,1.08359,1.08369,591,10,0
2024-07-25 03:15:00,1.08365,1.08382,1.08359,1.08364,463,10,0
2024-07-25 03:30:00,1.08364,1.08386,1.08345,1.08376,1033,10,0
2024-07-25 03:45:00,1.08375,1.08408,1.08375,1.08391,683,10,0
2024-07-25 04:00:00,1.08391,1.0841,1.08385,1.08399,754,10,0
2024-07-25 04:15:00,1.08399,1.08407,1.08379,1.08383,768,10,0
2024-07-25 04:30:00,1.08384,1.0842,1.08378,1.08419,983,10,0
2024-07-25 04:45:00,1.0842,1.08425,1.08369,1.08375,673,10,0
2024-07-25 05:00:00,1.08375,1.08411,1.08358,1.08401,769,10,0
2024-07-25 05:15:00,1.08401,1.08411,1.08386,1.08399,515,10,0
2024-07-25 05:30:00,1.084,1.08408,1.08358,1.08374,555,10,0
2024-07-25 05:45:00,1.08374,1.08399,1.08372,1.08391,614,10,0
2024-07-25 06:00:00,1.08391,1.08413,1.08384,1.08401,643,10,0
2024-07-25 06:15:00,1.084,1.08429,1.08398,1.08427,613,10,0
2024-07-25 06:30:00,1.08428,1.08436,1.08416,1.08424,512,10,0
2024-07-25 06:45:00,1.08424,1.08426,1.0841,1.08423,361,10,0
2024-07-25 07:00:00,1.08423,1.0843,1.08405,1.08413,443,10,0
2024-07-25 07:15:00,1.08413,1.08423,1.08407,1.08415,370,10,0
2024-07-25 07:30:00,1.08415,1.08415,1.08393,1.08397,525,10,0
2024-07-25 07:45:00,1.08398,1.08401,1.08372,1.08396,308,10,0
2024-07-25 08:00:00,1.08396,1.08403,1.08377,1.08388,573,10,0
2024-07-25 08:15:00,1.08389,1.084,1.0838,1.08394,558,10,0
2024-07-25 08:30:00,1.08393,1.08435,1.08384,1.08425,714,10,0
2024-07-25 08:45:00,1.08426,1.08451,1.08406,1.08446,700,10,0
2024-07-25 09:00:00,1.08445,1.08446,1.08393,1.08403,1036,10,0
2024-07-25 09:15:00,1.08402,1.08416,1.08369,1.08374,821,10,0
2024-07-25 09:30:00,1.08374,1.08374,1.08333,1.08342,888,10,0
2024-07-25 09:45:00,1.08343,1.0836999999999999,1.0833,1.08342,842,10,0
2024-07-25 10:00:00,1.08344,1.0835,1.08278,1.08289,1456,10,0
2024-07-25 10:15:00,1.08289,1.08365,1.08288,1.0835,1724,10,0
2024-07-25 10:30:00,1.08349,1.08414,1.08333,1.0841,1618,10,0
2024-07-25 10:45:00,1.0841,1.08527,1.08385,1.08484,1586,10,0
2024-07-25 11:00:00,1.0848200000000001,1.08572,1.08459,1.08548,1980,10,0
2024-07-25 11:15:00,1.08549,1.08559,1.08436,1.08437,1659,10,0
2024-07-25 11:30:00,1.08437,1.08476,1.08428,1.08447,1328,10,0
2024-07-25 11:45:00,1.08448,1.08488,1.08438,1.08456,1318,10,0
2024-07-25 12:00:00,1.08455,1.08474,1.08434,1.0845,1197,10,0
2024-07-25 12:15:00,1.0845,1.08515,1.08447,1.08511,1027,10,0
2024-07-25 12:30:00,1.08511,1.08554,1.08507,1.08528,961,10,0
2024-07-25 12:45:00,1.08527,1.0854300000000001,1.08501,1.08511,866,10,0
2024-07-25 13:00:00,1.08511,1.08566,1.08508,1.0855,817,10,0
2024-07-25 13:15:00,1.0855,1.08585,1.08518,1.08521,878,10,0
2024-07-25 13:30:00,1.08521,1.08521,1.08477,1.0848200000000001,989,10,0
2024-07-25 13:45:00,1.0848200000000001,1.08525,1.08475,1.08508,898,10,0
2024-07-25 14:00:00,1.08509,1.08533,1.08505,1.08508,909,10,0
2024-07-25 14:15:00,1.08508,1.0852,1.08477,1.08503,890,10,0
2024-07-25 14:30:00,1.08504,1.08504,1.08452,1.08454,872,10,0
2024-07-25 14:45:00,1.08454,1.08475,1.08432,1.08452,858,10,0
2024-07-25 15:00:00,1.08453,1.08514,1.08451,1.08504,1106,10,0
2024-07-25 15:15:00,1.08504,1.08545,1.08502,1.08506,1189,10,0
2024-07-25 15:30:00,1.08509,1.08545,1.08357,1.08424,3651,10,0
